date,entity_id,primary_metric,secondary_metric,value_pool,quality_score,risk_score
2026-01-07,PRO007,65.6,55.5,85159,77.6,86.6
2026-01-07,PRO008,44.3,22.6,166268,88.8,76.3
2026-01-07,PRO009,75.8,60.3,108435,65.5,61.6
2026-01-07,PRO010,69.9,36.1,90575,71.9,50.8
2026-01-07,PRO011,55.4,52.0,31887,71.7,22.7
2026-01-07,PRO012,64.3,21.1,45386,70.8,22.5
2026-01-07,PRO013,90.4,21.1,81471,87.6,91.7
2026-01-07,PRO014,44.3,63.7,118722,92.0,80.6
2026-01-07,PRO015,60.2,73.0,156279,69.9,8.7
2026-01-07,PRO016,52.7,45.7,130668,66.7,19.0
2026-01-07,PRO017,69.4,45.6,52767,98.2,14.0
2026-01-07,PRO018,60.9,70.6,166323,62.1,22.6
2026-01-07,PRO019,49.3,71.1,47321,78.4,52.9
2026-01-07,PRO020,90.4,42.7,67281,64.0,60.7
2026-01-07,PRO021,75.6,27.5,28537,87.5,47.6
2026-01-07,PRO022,71.8,55.0,100809,96.1,58.1
2026-01-07,PRO023,44.5,36.1,73132,93.7,32.7
2026-01-07,PRO024,53.4,57.2,118317,80.3,53.5
2026-01-07,PRO025,92.1,34.4,176306,69.4,36.1
2026-01-07,PRO026,61.0,74.1,165482,83.1,58.0
2026-01-07,PRO027,85.2,31.5,64317,62.7,67.6
2026-01-07,PRO028,42.9,59.9,17703,73.1,72.8
2026-01-07,PRO029,69.1,54.0,149548,87.2,85.8
2026-01-07,PRO030,65.7,34.7,115545,72.8,71.6
2026-01-07,PRO031,77.2,35.6,53487,79.0,15.0
2026-01-07,PRO032,65.3,49.5,167677,67.1,92.5
2026-01-07,PRO033,50.1,31.6,97804,76.1,71.9
2026-01-07,PRO034,44.9,62.3,116174,88.6,81.4
2026-01-07,PRO035,74.9,73.2,5210,94.0,56.9
2026-01-07,PRO036,75.1,69.4,180040,97.3,28.6
2026-01-08,PRO001,78.4,66.7,136232,64.7,78.1
2026-01-08,PRO002,64.2,41.1,165160,80.9,9.9
2026-01-08,PRO003,78.6,79.5,96459,92.5,67.6
2026-01-08,PRO004,89.9,55.3,65408,92.8,19.1
2026-01-08,PRO005,55.4,54.6,40769,62.9,71.2
2026-01-08,PRO006,80.5,31.1,161210,78.0,37.5
2026-01-08,PRO007,40.2,81.1,39014,65.0,31.9
2026-01-08,PRO008,93.0,45.8,77253,94.9,22.3
2026-01-08,PRO009,79.2,56.1,64843,63.3,60.6
2026-01-08,PRO010,50.2,56.0,36849,80.4,25.3
2026-01-08,PRO011,40.5,38.0,11488,81.3,20.6
2026-01-08,PRO012,87.0,44.2,26575,66.1,72.0
2026-01-08,PRO013,96.6,58.8,155417,77.0,33.3
2026-01-08,PRO014,74.8,77.8,153405,69.9,35.9
2026-01-08,PRO015,48.8,28.1,135229,74.1,58.8
2026-01-08,PRO016,45.9,30.4,27996,72.1,58.9
2026-01-08,PRO017,50.4,46.5,21528,95.2,10.6
2026-01-08,PRO018,81.8,69.8,3013,69.4,15.4
2026-01-08,PRO019,56.7,21.8,54172,98.8,70.3
2026-01-08,PRO020,96.1,38.8,103895,73.7,74.9
2026-01-08,PRO021,69.1,64.7,172662,62.2,76.8
2026-01-08,PRO022,91.7,47.4,86741,86.9,71.5
2026-01-08,PRO023,80.8,25.2,41297,70.1,18.0
2026-01-08,PRO024,78.7,42.4,149400,92.6,59.9
2026-01-08,PRO025,85.0,44.3,59755,67.4,80.5
2026-01-08,PRO026,86.5,67.9,158946,83.8,54.7
2026-01-08,PRO027,56.2,71.2,153753,89.8,37.1
2026-01-08,PRO028,48.1,52.6,158042,81.2,90.4
2026-01-08,PRO029,51.6,26.1,122963,82.0,20.4
2026-01-08,PRO030,47.2,24.6,80985,78.3,93.5
2026-01-08,PRO031,57.1,78.6,50115,91.7,36.2
2026-01-08,PRO032,88.7,77.2,104094,93.7,90.2
2026-01-08,PRO033,62.4,56.4,123375,97.3,84.7
2026-01-08,PRO034,55.9,71.7,46776,98.3,58.5
2026-01-08,PRO035,96.7,80.2,113843,84.1,68.0
2026-01-08,PRO036,65.6,49.1,22595,69.5,90.2
2026-01-09,PRO001,86.8,31.0,104820,81.1,23.1
2026-01-09,PRO002,92.2,21.5,102947,76.3,80.5
2026-01-09,PRO003,84.3,82.3,175986,64.8,41.3
2026-01-09,PRO004,55.8,59.3,141083,66.7,30.8
2026-01-09,PRO005,79.6,46.0,118546,72.8,45.6
2026-01-09,PRO006,74.2,33.7,31253,86.1,53.6
2026-01-09,PRO007,76.7,22.3,53615,97.3,33.5
2026-01-09,PRO008,53.1,53.0,46841,91.4,18.3
2026-01-09,PRO009,94.3,46.4,18917,75.8,46.4
2026-01-09,PRO010,86.7,48.7,157202,67.8,34.1
2026-01-09,PRO011,61.6,45.5,120632,83.0,76.0
2026-01-09,PRO012,62.5,78.8,132876,81.5,74.4
2026-01-09,PRO013,45.1,25.6,134503,83.8,77.6
2026-01-09,PRO014,65.1,52.0,30587,91.1,24.7
2026-01-09,PRO015,64.7,80.8,173430,70.2,26.5
2026-01-09,PRO016,61.6,18.9,184431,98.5,73.0
2026-01-09,PRO017,86.6,61.5,183920,68.6,32.0
2026-01-09,PRO018,46.3,42.7,30244,62.4,65.1
2026-01-09,PRO019,76.2,27.3,29251,99.0,78.6
2026-01-09,PRO020,61.4,56.5,89662,82.7,64.9
2026-01-09,PRO021,88.9,21.2,80380,97.6,41.2
2026-01-09,PRO022,54.9,42.8,182340,89.4,23.9
2026-01-09,PRO023,46.7,24.8,28122,70.0,70.6
2026-01-09,PRO024,57.1,49.3,9473,94.8,93.4
2026-01-09,PRO025,60.0,38.3,85922,95.0,20.5
2026-01-09,PRO026,80.0,43.8,53710,98.6,53.5
2026-01-09,PRO027,45.5,42.5,21421,98.7,78.6
2026-01-09,PRO028,73.1,21.3,135334,85.7,89.7
2026-01-09,PRO029,77.9,41.0,20477,62.4,83.0
2026-01-09,PRO030,40.1,61.7,146761,83.3,28.2
2026-01-09,PRO031,63.1,73.7,55931,86.0,70.7
2026-01-09,PRO032,63.8,40.7,26490,97.7,24.4
2026-01-09,PRO033,75.3,63.6,24736,68.7,38.3
2026-01-09,PRO034,45.5,32.7,138637,76.1,89.7
2026-01-09,PRO035,91.2,70.5,145662,93.3,30.7
2026-01-09,PRO036,74.8,80.4,128570,69.7,88.0
2026-01-10,PRO001,61.5,48.2,108782,67.9,85.2
2026-01-10,PRO002,87.5,83.9,161980,97.7,59.6
2026-01-10,PRO003,49.1,83.4,50284,88.1,91.3
2026-01-10,PRO004,54.4,75.1,60620,92.7,87.3
2026-01-10,PRO005,70.6,43.5,161043,92.0,11.9
2026-01-10,PRO006,64.0,18.3,11980,80.7,59.2
2026-01-10,PRO007,46.0,35.1,24844,75.6,64.5
2026-01-10,PRO008,91.7,78.3,28156,86.1,23.7
2026-01-10,PRO009,50.4,70.1,122741,83.9,87.2
2026-01-10,PRO010,94.4,36.5,3843,75.7,52.8
2026-01-10,PRO011,63.7,23.3,70431,85.9,16.7
2026-01-10,PRO012,43.0,40.8,40867,91.7,52.0
2026-01-10,PRO013,91.4,62.0,78785,83.8,53.0
2026-01-10,PRO014,69.1,46.7,105774,91.9,8.5
2026-01-10,PRO015,91.3,20.0,24442,91.1,28.4
2026-01-10,PRO016,92.2,70.0,86564,63.5,20.7
2026-01-10,PRO017,42.5,46.9,61880,88.4,47.3
2026-01-10,PRO018,66.9,82.0,64002,82.0,72.7
2026-01-10,PRO019,52.2,28.5,126925,80.3,55.1
2026-01-10,PRO020,96.4,65.8,62003,73.4,20.1
2026-01-10,PRO021,82.1,83.0,145213,94.3,82.5
2026-01-10,PRO022,43.7,66.7,167748,71.9,84.6
2026-01-10,PRO023,71.9,58.9,96445,88.1,50.6
2026-01-10,PRO024,87.0,21.2,138979,87.1,30.2
2026-01-10,PRO025,64.8,81.1,162473,69.3,59.9
2026-01-10,PRO026,58.1,31.9,149456,74.4,20.8
2026-01-10,PRO027,53.7,27.2,107555,91.1,22.5
2026-01-10,PRO028,92.8,47.4,91518,65.1,52.2
2026-01-10,PRO029,94.8,53.9,88579,86.0,83.1
2026-01-10,PRO030,88.5,46.1,173392,66.4,51.5
2026-01-10,PRO031,54.7,28.6,146114,66.9,51.2
2026-01-10,PRO032,87.8,58.9,2973,79.1,63.1
2026-01-10,PRO033,63.7,30.6,145063,84.0,84.7
2026-01-10,PRO034,54.7,67.6,33937,93.3,35.1
2026-01-10,PRO035,56.0,65.1,126931,75.6,72.5
2026-01-10,PRO036,81.4,60.9,54426,69.5,15.6
2026-01-11,PRO001,59.4,77.9,106285,68.1,34.9
2026-01-11,PRO002,96.2,76.3,58667,95.0,14.6
2026-01-11,PRO003,78.8,42.2,89589,82.9,12.6
2026-01-11,PRO004,42.8,81.0,72835,64.2,40.0
2026-01-11,PRO005,40.4,30.4,76432,80.1,45.9
2026-01-11,PRO006,93.8,62.9,112353,92.9,35.6
2026-01-11,PRO007,67.9,72.8,17314,71.8,34.0
2026-01-11,PRO008,48.6,62.6,112709,94.9,81.8
2026-01-11,PRO009,84.6,63.2,106674,66.4,50.4
2026-01-11,PRO010,55.7,68.1,105373,89.5,34.0
2026-01-11,PRO011,65.1,20.0,151950,67.2,61.6
2026-01-11,PRO012,88.0,47.7,93346,94.8,33.9
2026-01-11,PRO013,89.9,27.7,98024,70.6,45.1
2026-01-11,PRO014,41.3,82.1,143072,80.3,48.6
2026-01-11,PRO015,66.7,67.0,159102,85.1,23.1
2026-01-11,PRO016,57.2,75.8,40228,68.5,69.8
2026-01-11,PRO017,93.5,35.9,15681,78.0,19.3
2026-01-11,PRO018,74.6,28.9,147158,66.7,85.6
2026-01-11,PRO019,58.3,24.9,123319,93.6,19.3
2026-01-11,PRO020,90.1,28.7,143406,96.1,45.6
2026-01-11,PRO021,59.5,48.2,120011,70.8,84.4
2026-01-11,PRO022,59.2,74.3,108465,80.5,21.1
2026-01-11,PRO023,49.3,57.7,170160,88.0,91.9
2026-01-11,PRO024,75.7,66.8,74667,74.8,40.1
2026-01-11,PRO025,45.4,61.5,49122,82.9,55.3
2026-01-11,PRO026,63.9,64.4,160987,90.1,28.9
2026-01-11,PRO027,58.4,39.7,137825,92.5,53.2
2026-01-11,PRO028,76.1,73.6,165509,73.0,84.9
2026-01-11,PRO029,79.5,69.2,30615,92.4,74.5
2026-01-11,PRO030,48.4,82.3,79295,76.6,70.3
2026-01-11,PRO031,72.2,59.8,34003,95.9,34.3
2026-01-11,PRO032,68.3,40.2,132136,70.0,78.3
2026-01-11,PRO033,63.4,38.1,34644,76.6,23.0
2026-01-11,PRO034,53.1,37.2,45655,95.3,9.4
2026-01-11,PRO035,70.0,46.8,44204,85.9,22.8
2026-01-11,PRO036,68.5,37.0,56271,89.3,42.5
2026-01-12,PRO001,85.8,30.2,54281,85.5,42.1
2026-01-12,PRO002,66.3,44.3,182153,72.3,50.0
2026-01-12,PRO003,52.9,74.5,2831,97.8,35.3
2026-01-12,PRO004,59.4,22.5,132426,69.4,40.4
2026-01-12,PRO005,64.9,22.1,164919,87.0,38.0
2026-01-12,PRO006,52.1,70.9,52948,97.4,92.4
2026-01-12,PRO007,83.3,77.7,116064,90.5,13.5
2026-01-12,PRO008,66.3,83.2,134808,91.5,40.3
2026-01-12,PRO009,45.0,44.4,159494,85.4,20.0
2026-01-12,PRO010,61.9,44.1,120351,92.0,69.2
2026-01-12,PRO011,74.0,43.3,8210,63.1,13.7
2026-01-12,PRO012,59.4,66.2,152508,69.9,34.7
2026-01-12,PRO013,95.5,29.4,67686,63.6,48.0
2026-01-12,PRO014,88.9,52.6,39461,76.2,74.9
2026-01-12,PRO015,45.4,36.6,170587,98.6,79.5
2026-01-12,PRO016,57.5,25.1,156958,95.2,55.8
2026-01-12,PRO017,81.9,21.3,165050,84.7,49.3
2026-01-12,PRO018,72.0,21.8,80257,81.1,69.3
2026-01-12,PRO019,49.1,35.5,45004,98.4,67.1
2026-01-12,PRO020,79.5,76.9,41884,75.8,92.4
2026-01-12,PRO021,52.5,39.5,39853,83.6,42.1
2026-01-12,PRO022,78.8,46.2,103860,95.6,75.7
2026-01-12,PRO023,47.9,22.8,26892,96.9,58.0
2026-01-12,PRO024,64.8,68.1,172962,69.3,25.2
2026-01-12,PRO025,56.7,18.5,178376,74.2,37.8
2026-01-12,PRO026,77.9,65.4,91887,77.6,9.4
2026-01-12,PRO027,62.3,78.4,62962,88.8,40.9
2026-01-12,PRO028,64.4,56.4,148590,80.9,57.7
2026-01-12,PRO029,54.1,69.4,48837,98.1,30.1
2026-01-12,PRO030,40.0,33.9,44795,64.4,14.1
2026-01-12,PRO031,48.3,30.2,21639,88.8,53.8
2026-01-12,PRO032,51.6,58.2,114189,71.6,81.0
2026-01-12,PRO033,69.9,70.8,83504,67.5,74.3
2026-01-12,PRO034,94.7,30.9,42143,98.9,56.2
2026-01-12,PRO035,70.2,23.2,98745,81.8,27.2
2026-01-12,PRO036,85.5,37.3,41447,81.2,43.4
2026-01-13,PRO001,84.9,53.2,165160,68.4,47.6
2026-01-13,PRO002,84.0,41.0,21068,63.1,39.1
2026-01-13,PRO003,93.8,79.7,116287,81.0,48.8
2026-01-13,PRO004,88.0,69.2,124113,82.3,63.0
2026-01-13,PRO005,75.1,22.1,93884,72.5,82.1
2026-01-13,PRO006,92.1,73.1,157504,76.6,92.3
2026-01-13,PRO007,48.3,43.3,98813,81.4,72.8
2026-01-13,PRO008,52.9,37.7,174963,79.5,73.9
2026-01-13,PRO009,58.3,56.7,44698,87.4,16.4
2026-01-13,PRO010,67.9,50.6,32443,91.5,18.3
2026-01-13,PRO011,78.4,59.3,160804,73.1,10.8
2026-01-13,PRO012,93.1,21.9,167938,88.6,25.1
2026-01-13,PRO013,77.9,22.6,171662,83.4,15.6
2026-01-13,PRO014,90.4,42.7,124160,63.0,88.4
2026-01-13,PRO015,71.1,46.7,165957,65.7,44.0
2026-01-13,PRO016,86.2,36.1,84882,84.3,35.1
2026-01-13,PRO017,67.8,33.1,25370,76.3,62.4
